,tweet,label
2490,sister fuck star family fuck head,1
7711,well look like wife gear another date month,0
5051,new idea need audience like flower need bee matter brilliant die unless others work spread,0
4643,happy nationalchocolateday secret happiness keep tub nutella bed spoon side table,0
4768,nothing well take salt league share happiness others irl,0
7313,perfect time year go outside remind terrible throw frisbee,0
178,ever felt like want cry middle night without know one reason make want cry,1
5116,book club something together friday july pm et let come together facebook linkedin youtube talk chapter amp infinite game live special guest grab photo club send bookclub simonsinekcom,0
5361,manager expect u work hard obligation leader inspire u work hard pride,0
5765,failure tie money mindset failure accept lot give,0
6247,anyone tryna selfquarantine chill,0
684,first apologize brave first forgive strong first move forward happy,1
7210,awakening app new content available daily guide spiritual principle live best life awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance awakening,0
5881,take pleasure seriously charles eames,0
7415,always want play character name glaxxon finally say movie career thriving,0
5581,true leadership assume individual true leadership bestow group,0
368,ever feel ok sad time want talk someone hug feel annoy stay quiet,1
147,girl pretend people word hurt know sensitive really,1
1555,leave alone,1
1770,look use see star hold back tear,1
8278,chillin wait ask play prince harry season crown,0
4286,odd turn event suddenly become noodle mom meet udon,0
6603,subscribe today amp get new daily principle wake iyanla voice alarm feature awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance dailyprinciples awakening,0
966,sometimes man ca notice something special stand right front,1
2237,point living,1
2624,antidepressant work,1
6950,maybe spend little time say thank wo time dwell lack,0
1637,keep tell need truth need,1
1235,even someone claim love ignores text facetoface irrelevant,1
659,laugh apologize let go change,1
5056,live polarize world however way overcome love grammynominated singersongwriter aloeblacc talk must fight love fight love listen anywhere get podcasts,0
1949,grandma die never really relationship know feel,1
791,careful open people actually care know real friend,1
3445,yo girl restroom smell mf bad need drink water,1
7761,hopeful conversation mayorcarter invest community bet human spirit,0
2895,best year life great,1
6363,love mean accept responsibility development growth happiness,0
2296,mark different spot,1
3853,love supercut customer wow best ad,0
5666,aug nyc full day live amp small biz leader amp manager big company bring someone inspire,0
3617,research analysis two advance form procrastination,0
778,need someone see good need someone see bad still want,1
7945,thank ask beth little woman,0
7957,one week away president trump bragging get impeached term loser obama even term,0
3972,cobra kai good show johnny lawrence likeable bc wake watch lip flip script good,0
3174,mood,1
3274,awake suppose sleep asleep suppose awake,1
3029,judge others drug,1
1802,stop look way cross road mean care right,1
2785,try figure regret,1
7858,spoke arnettwill first time meet lifealtering role arrest development talent play confident idiot,0
7812,retrospect hunger game low child death rate dr oz suggest,0
441,get feeling people slowly forget replace soon realize feeling become reality,1
6712,quiet conscious mind hear voice god within,0
6108,know say besides fireballpartner fireballwhisky,0
4906,infinite game win instead think competitor worthy rival another player game reveal weakness,0
1304,people around u know feel like feel way want feel way,1
4533,let hang date hot dad level fresh league account,0
2920,make mistake waking,1
5000,learn future past regardless technology speed innovation people still people,0
7871,honor speak oxfordunion week ago watch full amp youtube spend time love one,0
7781,google january direct ford ferrari google may murder wasp get coronavirus,0
731,say tire inside wan na cry breakdown,1
452,twitter place say fine everyone know,1
1337,sad someone see twice school decides take life affect know feeling stress helpless alone ca anything,1
1848,girl perfect ca even compare,1
6428,someone say something upset judge attach mean simply forgive,0
1151,sorry fuck sorry failure sorry disgrace sorry,1
589,judge choice understand reason,1
5502,get ta say pretty flatter every time ask read adammgrant book give take good guy good book,0
7453,kate hudson neighbor mean misfortune see tight bike outfit hear horrify tale,0
2030,tire everything,1
356,really hurt someone mood talk come someone else seem happy person alive,1
4299,try go notification dm address everyone personally little overwhelmed lt thank guys support mean lot know community tolerate behavior let make game safe healthy space everyone,0
3645,say wrong,0
4018,great note new favorite twitter account dickie bush,0
5166,bad leader care right good leader care right,0
6229,accidentally take melatonin gummies instead vitamin gummies buckle,0
3798,every lie actually two lie lie tell person lie tell need lie,0
7663,let photo fool seanhayes serious jokefree conversation podcast listen,0
728,hate feeling randomly feel depressed warning apparent reason happens,1
7479,put base true story top resume basically write whatever want,0
2885,,1
195,depression always girl cry bathroom wear long sleeve sometimes girl big smile face,1
1137,human skin hard live in u tear open arg,1
249,tire stress sad everything hurt break know strong,1
3378,womannnn,1
1524,overthinking find way stop voice consume,1
6406,new improve audio content update available mind matter meditation soothe heal mind iyanla vanzant available io android iyanla iyanlavanzant iyanlameditations mindmattersmeditations fixmylife iyanlafixmylife fearnot,0
6510,devotion reverent personal act surrender divine,0
8166,assemble ikea bed frame without even look direction,0
6728,new improve audio content update available mind matter meditation soothe heal mind iyanla vanzant available io android iyanla iyanlavanzant iyanlameditations mindmattersmeditations fixmylife iyanlafixmylife fearnot,0
3777,people busy meet next month spend hour night clubhouse,0
6196,thanks write tweet daph,0
7895,scientist detect unexplainable radio signal come space word even god podcast,0
5390,author get yes friend williamurygty ama reddit today pm et negotiation love work,0
5218,thank rickygervais afterlife think best work beautifully write poignant inspire gift watch,0
1459,look mirror see something hate face,1
5301,work millennials challenge,0
4546,getspectrum try charge technician set modem like know plug thing find mac address,0
2279,wan na throw,1
71,ever want cry tear come stare blankly space feel heart break million piece,1
8119,spoiler alert end hobbs shaw spend solid minute screen time drink protein shake,0
4547,kick wearing shortshorts back texas finish year dress like bum hit low low work towards high high california ca wait make amazing,0
1824,one see fake smile even,1
3822,annual wisdom crowd best purchase make year lt,0
5085,excitement come achievement fulfillment come journey get,0
225,tire tired never good enough tired get put tire cry tired insecurity tire tired,1
6346,idea thing would like act idea,0
6801,joy dependent people condition restrict,0
6930,heal ancestral pattern dysfunction sacred work heal work necessary work detachment learn behavior learn bound remain stuck pattern fixmylife,0
557,like pretend everything alright everybody else think fine sometimes forget,1
